Date,Day,Weekend,Public_Holiday,Weather,Time_Slot,Product,Total_Quantity_Prepared,Quantity_Sold,Selling_Price,Revenue,Estimated_Cost,Profit,Payment_Mode,Platform,Net_Profit_Loss
13-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Usal Pav,7,5,35,175,211,-36,Online,Swiggy,-76
13-03-2025,Thursday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,19,-4,Online,Swiggy,-44
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Pohe,22,20,20,400,280,120,Online,Zomato,80
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Tarri Pohe,18,16,30,480,346,134,Cash,Offline,94
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Misal Pav,17,16,40,640,480,160,Cash,Offline,120
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Vada Pav,20,19,15,285,208,77,OnlinePaytm,Offline,37
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Bhaji Pav,8,7,15,105,76,29,Online,Zomato,-11
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Pattice,14,12,15,180,133,47,Cash,Offline,7
14-03-2025,Friday,No,Yes,Cloudy,8AM - 2PM,Chai,21,19,6,114,63,51,Online,Swiggy,11
14-03-2025,Friday,No,Yes,Cloudy,8AM - 2PM,Bhaji Plate,3,2,20,40,28,12,OnlinePaytm,Offline,-28
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Vada Misal,5,4,50,200,152,48,Cash,Offline,8
14-03-2025,Friday,No,Yes,Sunny,8AM - 2PM,Usal Pav,13,12,35,420,311,109,Cash,Offline,69
14-03-2025,Friday,No,Yes,Cloudy,8AM - 2PM,ButterMilk,6,5,15,75,45,30,Cash,Offline,-10
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pohe,22,19,20,380,266,114,Online,Zomato,74
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,16,15,30,450,324,126,Cash,Offline,86
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,15,13,40,520,390,130,OnlinePaytm,Offline,90
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,11,10,15,150,110,41,Online,Zomato,1
15-03-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Bhaji Pav,11,9,15,135,97,38,Online,Swiggy,-2
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pattice,4,3,15,45,33,12,OnlinePaytm,Offline,-28
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,16,14,6,84,46,38,Online,Swiggy,-2
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,13,11,20,220,154,66,OnlinePaytm,Offline,26
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Misal,3,2,50,100,76,24,Online,Swiggy,-16
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Usal Pav,9,8,35,280,207,73,Online,Zomato,33
15-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,10,9,15,135,81,54,Cash,Offline,14
16-03-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Pohe,10,9,20,180,126,54,Cash,Offline,14
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,7,6,30,180,130,50,OnlinePaytm,Offline,10
16-03-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Misal Pav,11,10,40,400,300,100,OnlinePaytm,Offline,60
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Pav,14,12,15,180,131,49,Online,Zomato,9
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,4,3,15,45,32,13,Online,Zomato,-27
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,10,9,15,135,100,35,Cash,Offline,-5
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,23,21,6,126,69,57,Cash,Offline,17
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,13,11,20,220,154,66,Cash,Offline,26
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Misal,10,8,50,400,304,96,Online,Swiggy,56
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Usal Pav,12,10,35,350,259,91,OnlinePaytm,Offline,51
16-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,4,3,15,45,27,18,Cash,Offline,-22
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Pohe,9,6,20,120,145,-25,Online,Swiggy,-65
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Tarri Pohe,6,4,30,120,120,0,OnlinePaytm,Offline,-40
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Misal Pav,4,2,40,80,106,-26,OnlinePaytm,Offline,-66
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Pav,11,7,15,105,139,-34,OnlinePaytm,Offline,-74
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Pav,3,2,15,30,43,-13,Online,Zomato,-53
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,20,-5,OnlinePaytm,Offline,-45
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Chai,8,5,6,30,40,-10,Cash,Offline,-50
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Plate,5,3,20,60,60,0,Online,Swiggy,-40
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Misal,4,2,50,100,130,-30,OnlinePaytm,Offline,-70
17-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Usal Pav,7,5,35,175,229,-54,Cash,Offline,-94
17-03-2025,Monday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,21,-6,OnlinePaytm,Offline,-46
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pohe,10,7,20,140,171,-31,Online,Zomato,-71
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,4,2,30,60,80,-20,OnlinePaytm,Offline,-60
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Misal Pav,3,2,40,80,100,-20,Online,Zomato,-60
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Vada Pav,10,6,15,90,126,-36,OnlinePaytm,Offline,-76
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,4,2,15,30,36,-6,OnlinePaytm,Offline,-46
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pattice,3,2,15,30,38,-8,OnlinePaytm,Offline,-48
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Chai,9,6,6,36,36,0,OnlinePaytm,Offline,-40
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Plate,3,2,20,40,51,-11,Cash,Offline,-51
18-03-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Vada Misal,4,2,50,100,120,-20,OnlinePaytm,Offline,-60
18-03-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Usal Pav,8,5,35,175,220,-45,OnlinePaytm,Offline,-85
18-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,19,-4,OnlinePaytm,Offline,-44
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Pohe,11,7,20,140,184,-44,OnlinePaytm,Offline,-84
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,90,0,Cash,Offline,-40
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Misal Pav,3,2,40,80,115,-35,Online,Swiggy,-75
19-03-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Vada Pav,9,6,15,90,115,-25,OnlinePaytm,Offline,-65
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,15,0,Online,Zomato,-40
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,15,0,Online,Zomato,-40
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Chai,7,5,6,30,43,-13,OnlinePaytm,Offline,-53
19-03-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,5,3,20,60,76,-16,Cash,Offline,-56
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Vada Misal,3,2,50,100,100,0,Online,Zomato,-40
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Usal Pav,5,3,35,105,144,-39,Cash,Offline,-79
19-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,ButterMilk,4,2,15,30,38,-8,OnlinePaytm,Offline,-48
20-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Pohe,10,6,20,120,155,-35,OnlinePaytm,Offline,-75
20-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Tarri Pohe,3,2,30,60,60,0,Cash,Offline,-40
20-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Misal Pav,7,5,40,200,200,0,Online,Zomato,-40
20-03-2025,Thursday,No,No,Cloudy,8AM - 2PM,Vada Pav,9,6,15,90,134,-44,Cash,Offline,-84
20-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Pav,5,3,15,45,45,0,OnlinePaytm,Offline,-40
20-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,22,-7,OnlinePaytm,Offline,-47
20-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Chai,16,11,6,66,66,0,OnlinePaytm,Offline,-40
20-03-2025,Thursday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,3,2,20,40,51,-11,OnlinePaytm,Offline,-51
20-03-2025,Thursday,No,No,Cloudy,8AM - 2PM,Vada Misal,2,1,50,50,50,0,Online,Swiggy,-40
20-03-2025,Thursday,No,No,Sunny,8AM - 2PM,Usal Pav,6,4,35,140,185,-45,Online,Swiggy,-85
20-03-2025,Thursday,No,No,Cloudy,8AM - 2PM,ButterMilk,2,1,15,15,15,0,Online,Swiggy,-40
21-03-2025,Friday,No,No,Sunny,8AM - 2PM,Pohe,9,6,20,120,167,-47,Online,Swiggy,-87
21-03-2025,Friday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,111,-21,OnlinePaytm,Offline,-61
21-03-2025,Friday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,120,0,Online,Swiggy,-40
21-03-2025,Friday,No,No,Cloudy,8AM - 2PM,Vada Pav,7,5,15,75,91,-16,Cash,Offline,-56
21-03-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Pav,3,2,15,30,30,0,Cash,Offline,-40
21-03-2025,Friday,No,No,Cloudy,8AM - 2PM,Pattice,2,1,15,15,15,0,Cash,Offline,-40
21-03-2025,Friday,No,No,Cloudy,8AM - 2PM,Chai,9,6,6,36,36,0,Cash,Offline,-40
21-03-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Plate,5,3,20,60,60,0,OnlinePaytm,Offline,-40
21-03-2025,Friday,No,No,Cloudy,8AM - 2PM,Vada Misal,2,1,50,50,73,-23,Online,Zomato,-63
21-03-2025,Friday,No,No,Sunny,8AM - 2PM,Usal Pav,8,5,35,175,175,0,OnlinePaytm,Offline,-40
21-03-2025,Friday,No,No,Sunny,8AM - 2PM,ButterMilk,5,3,15,45,61,-16,Cash,Offline,-56
22-03-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Pohe,13,11,20,220,154,66,Cash,Offline,26
22-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,8,7,30,210,151,59,OnlinePaytm,Offline,19
22-03-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Misal Pav,8,7,40,280,210,70,OnlinePaytm,Offline,30
22-03-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Vada Pav,21,19,15,285,208,77,OnlinePaytm,Offline,37
22-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,7,6,15,90,65,25,Cash,Offline,-15
22-03-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Pattice,5,4,15,60,44,16,Cash,Offline,-24
22-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,14,12,6,72,40,32,Online,Zomato,-8
22-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,5,4,20,80,56,24,OnlinePaytm,Offline,-16
22-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Misal,7,6,50,300,228,72,OnlinePaytm,Offline,32
22-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Usal Pav,8,7,35,245,181,64,OnlinePaytm,Offline,24
22-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,12,10,15,150,90,60,OnlinePaytm,Offline,20
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pohe,18,16,20,320,224,96,Cash,Offline,56
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,14,12,30,360,259,101,Cash,Offline,61
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Misal Pav,6,5,40,200,150,50,Cash,Offline,10
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Pav,19,16,15,240,175,65,Online,Swiggy,25
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,7,6,15,90,65,25,Cash,Offline,-15
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,6,5,15,75,56,20,Cash,Offline,-20
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,12,11,6,66,36,30,Cash,Offline,-10
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,7,6,20,120,84,36,Online,Swiggy,-4
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Misal,4,3,50,150,114,36,OnlinePaytm,Offline,-4
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Usal Pav,9,8,35,280,207,73,OnlinePaytm,Offline,33
23-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,3,2,15,30,18,12,Online,Zomato,-28
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Pohe,11,8,20,160,203,-43,OnlinePaytm,Offline,-83
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Tarri Pohe,8,6,30,180,243,-63,OnlinePaytm,Offline,-103
24-03-2025,Monday,No,No,Sunny,8AM - 2PM,Misal Pav,4,3,40,120,120,0,Cash,Offline,-40
24-03-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Pav,12,7,15,105,155,-50,Cash,Offline,-90
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Bhaji Pav,5,3,15,45,60,-15,OnlinePaytm,Offline,-55
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Pattice,6,4,15,60,85,-25,Cash,Offline,-65
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Chai,17,10,6,60,60,0,Online,Swiggy,-40
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,5,3,20,60,75,-15,Online,Zomato,-55
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Vada Misal,6,4,50,200,294,-94,Online,Swiggy,-134
24-03-2025,Monday,No,No,Sunny,8AM - 2PM,Usal Pav,8,5,35,175,232,-57,Cash,Offline,-97
24-03-2025,Monday,No,No,Cloudy,8AM - 2PM,ButterMilk,2,1,15,15,15,0,OnlinePaytm,Offline,-40
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pohe,11,6,20,120,160,-40,OnlinePaytm,Offline,-80
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,129,-39,OnlinePaytm,Offline,-79
25-03-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Misal Pav,3,2,40,80,96,-16,OnlinePaytm,Offline,-56
25-03-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Vada Pav,10,7,15,105,105,0,OnlinePaytm,Offline,-40
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,4,3,15,45,55,-10,Online,Zomato,-50
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,18,-3,Cash,Offline,-43
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Chai,9,6,6,36,36,0,OnlinePaytm,Offline,-40
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Plate,6,3,20,60,76,-16,Cash,Offline,-56
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,69,-19,Online,Zomato,-59
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,Usal Pav,6,4,35,140,196,-56,OnlinePaytm,Offline,-96
25-03-2025,Tuesday,No,No,Sunny,8AM - 2PM,ButterMilk,3,2,15,30,41,-11,OnlinePaytm,Offline,-51
26-03-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Pohe,9,5,20,100,124,-24,OnlinePaytm,Offline,-64
26-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,8,5,30,150,150,0,Online,Swiggy,-40
26-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,148,-28,Cash,Offline,-68
26-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Vada Pav,9,5,15,75,106,-31,Cash,Offline,-71
26-03-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Bhaji Pav,3,2,15,30,43,-13,Cash,Offline,-53
26-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,15,0,Online,Swiggy,-40
26-03-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Chai,13,8,6,48,67,-19,Cash,Offline,-59
26-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Plate,4,3,20,60,60,0,Cash,Offline,-40
26-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,66,-16,Cash,Offline,-56
26-03-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Usal Pav,9,5,35,175,242,-67,Cash,Offline,-107
26-03-2025,Wednesday,No,No,Sunny,8AM - 2PM,ButterMilk,3,2,15,30,30,0,Cash,Offline,-40
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Pohe,12,8,20,160,234,-74,OnlinePaytm,Offline,-114
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,90,0,OnlinePaytm,Offline,-40
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Misal Pav,3,2,40,80,119,-39,Cash,Offline,-79
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Vada Pav,10,7,15,105,105,0,OnlinePaytm,Offline,-40
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,19,-4,Cash,Offline,-44
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Pattice,5,3,15,45,65,-20,Cash,Offline,-60
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Chai,9,6,6,36,36,0,Cash,Offline,-40
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Plate,3,2,20,40,51,-11,Online,Zomato,-51
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,50,0,Cash,Offline,-40
28-03-2025,Friday,No,No,Sunny,8AM - 2PM,Usal Pav,5,3,35,105,153,-48,Online,Swiggy,-88
28-03-2025,Friday,No,No,Cloudy,8AM - 2PM,ButterMilk,4,2,15,30,30,0,Online,Zomato,-40
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pohe,21,19,20,380,266,114,Online,Swiggy,74
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,8,7,30,210,151,59,Online,Swiggy,19
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,12,10,40,400,300,100,OnlinePaytm,Offline,60
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,23,21,15,315,230,85,OnlinePaytm,Offline,45
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,4,3,15,45,32,13,OnlinePaytm,Offline,-27
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pattice,5,4,15,60,44,16,OnlinePaytm,Offline,-24
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,18,16,6,96,53,43,Online,Swiggy,3
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,6,5,20,100,70,30,OnlinePaytm,Offline,-10
29-03-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Vada Misal,11,9,50,450,342,108,Online,Swiggy,68
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Usal Pav,18,15,35,525,389,137,OnlinePaytm,Offline,97
29-03-2025,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,6,5,15,75,45,30,OnlinePaytm,Offline,-10
30-03-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Pohe,24,21,20,420,294,126,Cash,Offline,86
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,5,4,30,120,86,34,Cash,Offline,-6
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Misal Pav,17,15,40,600,450,150,OnlinePaytm,Offline,110
30-03-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Vada Pav,21,18,15,270,197,73,Cash,Offline,33
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,9,8,15,120,86,34,OnlinePaytm,Offline,-6
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,7,6,15,90,67,23,Online,Zomato,-17
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,23,21,6,126,69,57,Online,Swiggy,17
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,5,4,20,80,56,24,Cash,Offline,-16
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Misal,8,7,50,350,266,84,Cash,Offline,44
30-03-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Usal Pav,15,13,35,455,337,118,Cash,Offline,78
30-03-2025,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,10,9,15,135,81,54,Cash,Offline,14
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Pohe,7,5,20,100,132,-32,Online,Swiggy,-72
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Tarri Pohe,6,4,30,120,120,0,OnlinePaytm,Offline,-40
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Misal Pav,7,4,40,160,204,-44,Cash,Offline,-84
31-03-2025,Monday,No,No,Cloudy,8AM - 2PM,Vada Pav,6,4,15,60,90,-30,Cash,Offline,-70
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,15,0,Online,Zomato,-40
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,22,-7,Cash,Offline,-47
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Chai,6,4,6,24,33,-9,Cash,Offline,-49
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Plate,3,2,20,40,58,-18,Cash,Offline,-58
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,63,-13,OnlinePaytm,Offline,-53
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,Usal Pav,3,2,35,70,87,-17,Cash,Offline,-57
31-03-2025,Monday,No,No,Sunny,8AM - 2PM,ButterMilk,4,2,15,30,39,-9,Online,Swiggy,-49
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pohe,13,8,20,160,201,-41,Online,Zomato,-81
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,10,6,30,180,236,-56,OnlinePaytm,Offline,-96
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Misal Pav,6,3,40,120,169,-49,OnlinePaytm,Offline,-89
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Vada Pav,9,6,15,90,114,-24,OnlinePaytm,Offline,-64
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,15,0,OnlinePaytm,Offline,-40
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,15,0,Online,Swiggy,-40
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Chai,9,6,6,36,46,-10,OnlinePaytm,Offline,-50
01-04-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,4,2,20,40,51,-11,Cash,Offline,-51
01-04-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Vada Misal,2,1,50,50,74,-24,OnlinePaytm,Offline,-64
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,Usal Pav,6,4,35,140,190,-50,OnlinePaytm,Offline,-90
01-04-2025,Tuesday,No,No,Sunny,8AM - 2PM,ButterMilk,4,2,15,30,37,-7,Cash,Offline,-47
02-04-2025,Wednesday,No,No,Sunny,8AM - 2PM,Pohe,7,5,20,100,123,-23,Cash,Offline,-63
02-04-2025,Wednesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,124,-34,OnlinePaytm,Offline,-74
02-04-2025,Wednesday,No,No,Sunny,8AM - 2PM,Misal Pav,4,2,40,80,104,-24,OnlinePaytm,Offline,-64
02-04-2025,Wednesday,No,No,Sunny,8AM - 2PM,Vada Pav,9,5,15,75,75,0,OnlinePaytm,Offline,-40
02-04-2025,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,4,3,15,45,60,-15,Online,Zomato,-55
02-04-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Pattice,4,2,15,30,30,0,Cash,Offline,-40
02-04-2025,Wednesday,No,No,Sunny,8AM - 2PM,Chai,8,6,6,36,49,-13,Cash,Offline,-53
02-04-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,5,3,20,60,83,-23,Online,Zomato,-63
02-04-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Vada Misal,2,1,50,50,69,-19,OnlinePaytm,Offline,-59
02-04-2025,Wednesday,No,No,Sunny,8AM - 2PM,Usal Pav,5,3,35,105,141,-36,Online,Zomato,-76
02-04-2025,Wednesday,No,No,Cloudy,8AM - 2PM,ButterMilk,5,3,15,45,66,-21,Online,Swiggy,-61
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Pohe,10,6,20,120,120,0,OnlinePaytm,Offline,-40
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,90,0,Cash,Offline,-40
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Misal Pav,7,5,40,200,200,0,Online,Swiggy,-40
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Vada Pav,10,7,15,105,105,0,Cash,Offline,-40
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Pav,5,3,15,45,64,-19,Online,Zomato,-59
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,20,-5,OnlinePaytm,Offline,-45
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Chai,9,5,6,30,30,0,Cash,Offline,-40
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Plate,4,2,20,40,55,-15,OnlinePaytm,Offline,-55
03-04-2025,Thursday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,74,-24,Online,Swiggy,-64
